Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"FBSH","Food Balances (-2013, old methodology and population)","004","Afghanistan","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","1982","1982","kg","0.98","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","004","Afghanistan","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","1983","1983","kg","1.03","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","004","Afghanistan","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","1984","1984","kg","1.14","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","004","Afghanistan","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","1985","1985","kg","1.18","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","004","Afghanistan","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","1986","1986","kg","1.31","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","004","Afghanistan","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","1987","1987","kg","1.36","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","004","Afghanistan","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","1988","1988","kg","1.18","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","004","Afghanistan","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","1989","1989","kg","1.15","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","004","Afghanistan","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","1990","1990","kg","1.06","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","004","Afghanistan","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","1991","1991","kg","0.97","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","004","Afghanistan","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","1992","1992","kg","0.92","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","004","Afghanistan","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","1993","1993","kg","0.78","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","004","Afghanistan","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","1994","1994","kg","0.71","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","004","Afghanistan","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","1995","1995","kg","0.71","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","004","Afghanistan","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","1996","1996","kg","0.71","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","004","Afghanistan","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","1997","1997","kg","0.74","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","004","Afghanistan","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","1998","1998","kg","0.77","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","004","Afghanistan","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","1999","1999","kg","0.7","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","004","Afghanistan","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","2000","2000","kg","0.64","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","004","Afghanistan","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","2001","2001","kg","0.62","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","004","Afghanistan","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","2002","2002","kg","1.13","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","004","Afghanistan","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","2003","2003","kg","1.24","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","004","Afghanistan","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","2004","2004","kg","1.49","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","004","Afghanistan","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","2005","2005","kg","2.23","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","004","Afghanistan","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","2006","2006","kg","1.39","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","004","Afghanistan","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","2007","2007","kg","1.1","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","004","Afghanistan","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","2008","2008","kg","1.96","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","004","Afghanistan","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","2009","2009","kg","1.55","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","004","Afghanistan","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","2010","2010","kg","2.34","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","004","Afghanistan","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","2011","2011","kg","2.63","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","004","Afghanistan","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","2012","2012","kg","1.56","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","004","Afghanistan","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","2013","2013","kg","2.45","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","008","Albania","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","1961","1961","kg","0.92","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","008","Albania","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","1962","1962","kg","0.92","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","008","Albania","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","1963","1963","kg","0.96","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","008","Albania","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","1964","1964","kg","1.04","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","008","Albania","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","1965","1965","kg","1.27","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","008","Albania","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","1966","1966","kg","1.51","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","008","Albania","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","1967","1967","kg","1.52","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","008","Albania","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","1968","1968","kg","1.58","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","008","Albania","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","1969","1969","kg","1.63","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","008","Albania","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","1970","1970","kg","1.59","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","008","Albania","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","1971","1971","kg","1.73","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","008","Albania","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","1972","1972","kg","1.73","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","008","Albania","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","1973","1973","kg","1.86","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","008","Albania","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","1974","1974","kg","2.01","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","008","Albania","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","1975","1975","kg","2.18","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","008","Albania","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","1976","1976","kg","2.37","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","008","Albania","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","1977","1977","kg","2.47","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","008","Albania","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","1978","1978","kg","2.61","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","008","Albania","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","1979","1979","kg","2.73","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","008","Albania","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","1980","1980","kg","2.85","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","008","Albania","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","1981","1981","kg","2.95","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","008","Albania","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","1982","1982","kg","3.07","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","008","Albania","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","1983","1983","kg","2.7","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","008","Albania","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","1984","1984","kg","2.5","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","008","Albania","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","1985","1985","kg","3.12","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","008","Albania","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","1986","1986","kg","2.5","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","008","Albania","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","1987","1987","kg","2.28","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","008","Albania","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","1988","1988","kg","2.73","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","008","Albania","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","1989","1989","kg","2.81","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","008","Albania","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","1990","1990","kg","2.79","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","008","Albania","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","1991","1991","kg","2.95","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","008","Albania","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","1992","1992","kg","0.8","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","008","Albania","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","1993","1993","kg","3.83","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","008","Albania","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","1994","1994","kg","4.47","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","008","Albania","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","1995","1995","kg","5.04","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","008","Albania","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","1996","1996","kg","6.69","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","008","Albania","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","1997","1997","kg","3.24","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","008","Albania","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","1998","1998","kg","2.49","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","008","Albania","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","1999","1999","kg","8.78","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","008","Albania","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","2000","2000","kg","5.34","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","008","Albania","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","2001","2001","kg","7.53","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","008","Albania","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","2002","2002","kg","11.55","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","008","Albania","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","2003","2003","kg","9.78","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","008","Albania","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","2004","2004","kg","9.25","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","008","Albania","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","2005","2005","kg","9.52","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","008","Albania","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","2006","2006","kg","7.39","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","008","Albania","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","2007","2007","kg","9.77","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","008","Albania","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","2008","2008","kg","12.75","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","008","Albania","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","2009","2009","kg","13.74","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","008","Albania","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","2010","2010","kg","14.3","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","008","Albania","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","2011","2011","kg","13.41","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","008","Albania","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","2012","2012","kg","12.76","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","008","Albania","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","2013","2013","kg","13.23","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","1961","1961","kg","1.81","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","1962","1962","kg","1.65","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","1963","1963","kg","1.51","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","1964","1964","kg","1.53","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","1965","1965","kg","1.66","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","1966","1966","kg","1.68","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","1967","1967","kg","1.72","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","1968","1968","kg","1.78","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","1969","1969","kg","1.82","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","1970","1970","kg","1.85","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","1971","1971","kg","1.9","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","1972","1972","kg","1.94","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","1973","1973","kg","2.02","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","1974","1974","kg","2.09","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","1975","1975","kg","2.15","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","1976","1976","kg","2.2","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","1977","1977","kg","2.25","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","1978","1978","kg","2.3","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","1979","1979","kg","2.34","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","1980","1980","kg","3.09","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","1981","1981","kg","3.59","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","1982","1982","kg","4.24","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","1983","1983","kg","4.67","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","1984","1984","kg","6.78","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","1985","1985","kg","7.01","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","1986","1986","kg","7.23","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","1987","1987","kg","7.11","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","1988","1988","kg","7.32","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","1989","1989","kg","7.28","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","1990","1990","kg","7.4","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","1991","1991","kg","7.34","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","1992","1992","kg","7.24","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","1993","1993","kg","7.26","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","1994","1994","kg","7.32","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","1995","1995","kg","7.11","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","1996","1996","kg","7.22","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","1997","1997","kg","7.26","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","1998","1998","kg","8.03","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","1999","1999","kg","7.52","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","2000","2000","kg","7.7","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","2001","2001","kg","7.52","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","2002","2002","kg","7.56","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","2003","2003","kg","7.85","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","2004","2004","kg","8.05","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","2005","2005","kg","8.03","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","2006","2006","kg","7.6","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","2007","2007","kg","7.6","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","2008","2008","kg","7.51","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","2009","2009","kg","7.45","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","2010","2010","kg","7.43","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","2011","2011","kg","7.41","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","2012","2012","kg","7.57","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","2013","2013","kg","7.42","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","024","Angola","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","1961","1961","kg","0.61","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","024","Angola","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","1962","1962","kg","0.61","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","024","Angola","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","1963","1963","kg","0.62","E","Estimated value"
